Product_ID,Product_Name,Category,Brand,Price,Rating,Popularity,Discount,Description,Purchase_Status
82,Lenovo_Smartwatch_81,Smartwatch,Lenovo,31790,3.6,90,18,Lenovo Smartwatch premium quality product rating 3.6,0
83,HP_Headphones_82,Headphones,HP,9748,3.5,58,19,HP Headphones premium quality product rating 3.5,0
84,Asus_Television_83,Television,Asus,47918,4.4,77,61,Asus Television premium quality product rating 4.4,1
85,Apple_Smartwatch_84,Smartwatch,Apple,28960,4.7,38,5,Apple Smartwatch premium quality product rating 4.7,1
86,OnePlus_Television_85,Television,OnePlus,39620,3.3,80,35,OnePlus Television premium quality product rating 3.3,1
87,Apple_Smartwatch_86,Smartwatch,Apple,119065,2.9,49,13,Apple Smartwatch premium quality product rating 2.9,0
88,HP_Smartphone_87,Smartphone,HP,115133,4.0,16,56,HP Smartphone premium quality product rating 4.0,1
89,OnePlus_Laptop_88,Laptop,OnePlus,16023,4.7,76,23,OnePlus Laptop premium quality product rating 4.7,1
90,Samsung_Tablet_89,Tablet,Samsung,51427,4.1,8,57,Samsung Tablet premium quality product rating 4.1,0
91,Dell_Smartwatch_90,Smartwatch,Dell,132016,3.1,27,62,Dell Smartwatch premium quality product rating 3.1,1
92,HP_Smartphone_91,Smartphone,HP,62043,4.0,29,12,HP Smartphone premium quality product rating 4.0,1
93,Lenovo_Television_92,Television,Lenovo,141785,3.5,69,46,Lenovo Television premium quality product rating 3.5,1
94,OnePlus_Laptop_93,Laptop,OnePlus,63141,4.7,5,32,OnePlus Laptop premium quality product rating 4.7,1
95,OnePlus_Laptop_94,Laptop,OnePlus,117816,3.4,26,62,OnePlus Laptop premium quality product rating 3.4,0
96,Sony_Headphones_95,Headphones,Sony,51540,2.7,99,0,Sony Headphones premium quality product rating 2.7,0
97,Lenovo_Gaming Console_96,Gaming Console,Lenovo,17763,4.5,95,4,Lenovo Gaming Console premium quality product rating 4.5,1
98,Asus_Television_97,Television,Asus,28524,4.3,74,16,Asus Television premium quality product rating 4.3,0
99,Lenovo_Smartphone_98,Smartphone,Lenovo,50106,3.2,4,61,Lenovo Smartphone premium quality product rating 3.2,1
100,OnePlus_Tablet_99,Tablet,OnePlus,97193,3.4,72,38,OnePlus Tablet premium quality product rating 3.4,1
101,Lenovo_Laptop_100,Laptop,Lenovo,54922,3.8,12,64,Lenovo Laptop premium quality product rating 3.8,1
102,Lenovo_Television_101,Television,Lenovo,29285,4.5,17,46,Lenovo Television premium quality product rating 4.5,1
103,HP_Television_102,Television,HP,82709,4.3,51,37,HP Television premium quality product rating 4.3,1
104,Lenovo_Laptop_103,Laptop,Lenovo,60393,4.1,79,50,Lenovo Laptop premium quality product rating 4.1,1
105,Apple_Smartwatch_104,Smartwatch,Apple,58413,3.6,79,29,Apple Smartwatch premium quality product rating 3.6,1
106,Apple_Headphones_105,Headphones,Apple,108196,2.9,56,16,Apple Headphones premium quality product rating 2.9,1
107,Dell_Smartwatch_106,Smartwatch,Dell,130911,2.6,6,52,Dell Smartwatch premium quality product rating 2.6,0
108,Sony_Camera_107,Camera,Sony,148087,3.4,23,54,Sony Camera premium quality product rating 3.4,1
109,Lenovo_Headphones_108,Headphones,Lenovo,29071,3.0,4,55,Lenovo Headphones premium quality product rating 3.0,1
110,Sony_Tablet_109,Tablet,Sony,74724,4.9,61,50,Sony Tablet premium quality product rating 4.9,0
111,Samsung_Television_110,Television,Samsung,116195,3.4,22,20,Samsung Television premium quality product rating 3.4,1
112,Apple_Television_111,Television,Apple,56745,2.8,90,44,Apple Television premium quality product rating 2.8,0
113,Apple_Laptop_112,Laptop,Apple,27574,4.1,56,62,Apple Laptop premium quality product rating 4.1,0
114,Samsung_Smartphone_113,Smartphone,Samsung,69291,4.5,99,51,Samsung Smartphone premium quality product rating 4.5,0
115,OnePlus_Gaming Console_114,Gaming Console,OnePlus,116317,3.1,28,1,OnePlus Gaming Console premium quality product rating 3.1,1
116,Sony_Camera_115,Camera,Sony,141198,4.2,23,17,Sony Camera premium quality product rating 4.2,1
117,Sony_Headphones_116,Headphones,Sony,51271,3.2,28,38,Sony Headphones premium quality product rating 3.2,0
118,Lenovo_Gaming Console_117,Gaming Console,Lenovo,52915,3.1,13,24,Lenovo Gaming Console premium quality product rating 3.1,1
119,Apple_Headphones_118,Headphones,Apple,130036,3.7,86,33,Apple Headphones premium quality product rating 3.7,1
120,Apple_Tablet_119,Tablet,Apple,28275,2.8,41,5,Apple Tablet premium quality product rating 2.8,1
121,Samsung_Tablet_120,Tablet,Samsung,131394,3.4,70,32,Samsung Tablet premium quality product rating 3.4,0
122,Lenovo_Television_121,Television,Lenovo,6605,3.1,4,61,Lenovo Television premium quality product rating 3.1,0
123,OnePlus_Gaming Console_122,Gaming Console,OnePlus,129040,2.7,31,39,OnePlus Gaming Console premium quality product rating 2.7,1
124,Asus_Tablet_123,Tablet,Asus,21389,3.5,92,3,Asus Tablet premium quality product rating 3.5,0
125,Apple_Camera_124,Camera,Apple,117221,2.9,51,61,Apple Camera premium quality product rating 2.9,1
126,Sony_Gaming Console_125,Gaming Console,Sony,84239,3.7,45,43,Sony Gaming Console premium quality product rating 3.7,0
127,Lenovo_Laptop_126,Laptop,Lenovo,69323,3.6,97,19,Lenovo Laptop premium quality product rating 3.6,0
128,Apple_Gaming Console_127,Gaming Console,Apple,109537,4.4,38,36,Apple Gaming Console premium quality product rating 4.4,1
129,Dell_Gaming Console_128,Gaming Console,Dell,110292,3.8,33,5,Dell Gaming Console premium quality product rating 3.8,0
130,HP_Laptop_129,Laptop,HP,92958,3.9,2,12,HP Laptop premium quality product rating 3.9,1
131,Apple_Smartwatch_130,Smartwatch,Apple,137414,4.2,17,8,Apple Smartwatch premium quality product rating 4.2,1
132,Lenovo_Tablet_131,Tablet,Lenovo,47078,4.8,62,59,Lenovo Tablet premium quality product rating 4.8,1
133,HP_Camera_132,Camera,HP,144639,5.0,34,34,HP Camera premium quality product rating 5.0,1
134,Lenovo_Tablet_133,Tablet,Lenovo,142023,4.5,11,13,Lenovo Tablet premium quality product rating 4.5,1
135,HP_Headphones_134,Headphones,HP,20524,4.5,78,25,HP Headphones premium quality product rating 4.5,1
136,HP_Smartphone_135,Smartphone,HP,48303,3.6,14,31,HP Smartphone premium quality product rating 3.6,1
137,Apple_Camera_136,Camera,Apple,107974,3.8,25,16,Apple Camera premium quality product rating 3.8,1
138,Samsung_Gaming Console_137,Gaming Console,Samsung,132796,4.8,51,38,Samsung Gaming Console premium quality product rating 4.8,0
139,Sony_Camera_138,Camera,Sony,101646,4.3,42,63,Sony Camera premium quality product rating 4.3,0
140,HP_Gaming Console_139,Gaming Console,HP,10408,3.8,27,35,HP Gaming Console premium quality product rating 3.8,1
141,Apple_Smartphone_140,Smartphone,Apple,49028,3.1,55,32,Apple Smartphone premium quality product rating 3.1,0
142,Samsung_Camera_141,Camera,Samsung,37265,3.7,74,37,Samsung Camera premium quality product rating 3.7,1
143,Dell_Gaming Console_142,Gaming Console,Dell,133876,2.8,56,14,Dell Gaming Console premium quality product rating 2.8,1
144,HP_Television_143,Television,HP,19382,3.5,45,1,HP Television premium quality product rating 3.5,0
145,Sony_Headphones_144,Headphones,Sony,80683,3.9,43,26,Sony Headphones premium quality product rating 3.9,0
146,Lenovo_Headphones_145,Headphones,Lenovo,19153,3.4,6,22,Lenovo Headphones premium quality product rating 3.4,1
147,Sony_Camera_146,Camera,Sony,138515,4.8,62,59,Sony Camera premium quality product rating 4.8,1
148,Dell_Smartwatch_147,Smartwatch,Dell,65279,2.6,92,30,Dell Smartwatch premium quality product rating 2.6,1
149,Sony_Camera_148,Camera,Sony,139869,4.8,1,45,Sony Camera premium quality product rating 4.8,0
150,Lenovo_Laptop_149,Laptop,Lenovo,129085,4.6,1,62,Lenovo Laptop premium quality product rating 4.6,0
151,OnePlus_Headphones_150,Headphones,OnePlus,73244,3.4,53,8,OnePlus Headphones premium quality product rating 3.4,0
152,HP_Smartphone_151,Smartphone,HP,102945,3.3,63,24,HP Smartphone premium quality product rating 3.3,1
153,Samsung_Camera_152,Camera,Samsung,13070,3.4,34,16,Samsung Camera premium quality product rating 3.4,1
154,Dell_Headphones_153,Headphones,Dell,132738,2.9,24,24,Dell Headphones premium quality product rating 2.9,1
155,HP_Camera_154,Camera,HP,51240,3.4,63,21,HP Camera premium quality product rating 3.4,0
156,HP_Laptop_155,Laptop,HP,75480,4.9,49,19,HP Laptop premium quality product rating 4.9,1
157,Asus_Smartwatch_156,Smartwatch,Asus,67823,3.8,1,12,Asus Smartwatch premium quality product rating 3.8,0
158,Sony_Headphones_157,Headphones,Sony,98501,3.0,29,48,Sony Headphones premium quality product rating 3.0,0
159,OnePlus_Camera_158,Camera,OnePlus,98607,4.0,1,46,OnePlus Camera premium quality product rating 4.0,1
160,Dell_Camera_159,Camera,Dell,43000,3.5,38,50,Dell Camera premium quality product rating 3.5,0
161,OnePlus_Smartphone_160,Smartphone,OnePlus,134948,2.7,3,31,OnePlus Smartphone premium quality product rating 2.7,0
162,Lenovo_Headphones_161,Headphones,Lenovo,125993,3.5,87,54,Lenovo Headphones premium quality product rating 3.5,0
163,Asus_Laptop_162,Laptop,Asus,114575,2.6,67,58,Asus Laptop premium quality product rating 2.6,1
164,Lenovo_Tablet_163,Tablet,Lenovo,77258,4.7,92,7,Lenovo Tablet premium quality product rating 4.7,0
165,OnePlus_Tablet_164,Tablet,OnePlus,118453,4.6,68,36,OnePlus Tablet premium quality product rating 4.6,0
166,Asus_Camera_165,Camera,Asus,71358,4.7,7,6,Asus Camera premium quality product rating 4.7,1
167,Sony_Television_166,Television,Sony,149931,4.1,82,1,Sony Television premium quality product rating 4.1,1
168,Dell_Television_167,Television,Dell,108145,4.6,67,11,Dell Television premium quality product rating 4.6,1
169,Lenovo_Television_168,Television,Lenovo,137351,3.9,98,52,Lenovo Television premium quality product rating 3.9,0
170,Samsung_Smartwatch_169,Smartwatch,Samsung,24063,5.0,87,13,Samsung Smartwatch premium quality product rating 5.0,1
171,HP_Laptop_170,Laptop,HP,104608,3.1,22,3,HP Laptop premium quality product rating 3.1,0
172,HP_Television_171,Television,HP,131678,4.2,70,17,HP Television premium quality product rating 4.2,1
173,Dell_Laptop_172,Laptop,Dell,36653,2.7,37,24,Dell Laptop premium quality product rating 2.7,1
174,Asus_Smartwatch_173,Smartwatch,Asus,53756,2.5,85,26,Asus Smartwatch premium quality product rating 2.5,1
175,Sony_Camera_174,Camera,Sony,9263,3.1,53,9,Sony Camera premium quality product rating 3.1,1
176,HP_Laptop_175,Laptop,HP,94563,4.4,46,63,HP Laptop premium quality product rating 4.4,0
177,Sony_Camera_176,Camera,Sony,26172,4.0,26,28,Sony Camera premium quality product rating 4.0,0
178,Sony_Tablet_177,Tablet,Sony,94599,4.8,59,38,Sony Tablet premium quality product rating 4.8,1
179,Samsung_Camera_178,Camera,Samsung,9853,2.8,56,32,Samsung Camera premium quality product rating 2.8,0
180,Dell_Gaming Console_179,Gaming Console,Dell,119130,4.0,81,61,Dell Gaming Console premium quality product rating 4.0,1
181,Samsung_Headphones_180,Headphones,Samsung,137596,3.4,40,16,Samsung Headphones premium quality product rating 3.4,1
182,Sony_Television_181,Television,Sony,88559,3.6,39,34,Sony Television premium quality product rating 3.6,1
183,Dell_Television_182,Television,Dell,25581,4.0,19,43,Dell Television premium quality product rating 4.0,1
184,HP_Smartphone_183,Smartphone,HP,41408,3.6,47,11,HP Smartphone premium quality product rating 3.6,1
185,Sony_Tablet_184,Tablet,Sony,148326,4.5,87,69,Sony Tablet premium quality product rating 4.5,1
186,Apple_Laptop_185,Laptop,Apple,82454,4.2,26,46,Apple Laptop premium quality product rating 4.2,0
187,Asus_Tablet_186,Tablet,Asus,111896,3.0,85,6,Asus Tablet premium quality product rating 3.0,0
188,Asus_Television_187,Television,Asus,147194,4.8,59,38,Asus Television premium quality product rating 4.8,1
189,Samsung_Headphones_188,Headphones,Samsung,71150,2.6,31,23,Samsung Headphones premium quality product rating 2.6,0
190,HP_Smartwatch_189,Smartwatch,HP,139055,3.6,87,38,HP Smartwatch premium quality product rating 3.6,0
191,Dell_Smartphone_190,Smartphone,Dell,59620,4.2,13,32,Dell Smartphone premium quality product rating 4.2,1
192,Dell_Laptop_191,Laptop,Dell,115017,2.6,42,33,Dell Laptop premium quality product rating 2.6,0
193,HP_Gaming Console_192,Gaming Console,HP,32788,3.5,96,38,HP Gaming Console premium quality product rating 3.5,0
194,Lenovo_Television_193,Television,Lenovo,66916,2.6,57,15,Lenovo Television premium quality product rating 2.6,1
195,Apple_Gaming Console_194,Gaming Console,Apple,107665,2.7,84,4,Apple Gaming Console premium quality product rating 2.7,1
196,Sony_Smartphone_195,Smartphone,Sony,114996,3.4,30,67,Sony Smartphone premium quality product rating 3.4,1
197,Apple_Television_196,Television,Apple,140566,3.5,88,67,Apple Television premium quality product rating 3.5,0
198,HP_Laptop_197,Laptop,HP,129988,3.1,70,38,HP Laptop premium quality product rating 3.1,1
199,OnePlus_Camera_198,Camera,OnePlus,39636,5.0,71,51,OnePlus Camera premium quality product rating 5.0,0
200,Dell_Tablet_199,Tablet,Dell,46844,4.6,74,56,Dell Tablet premium quality product rating 4.6,0
201,Samsung_Smartphone_200,Smartphone,Samsung,123533,4.5,54,46,Samsung Smartphone premium quality product rating 4.5,0
202,Sony_Smartphone_201,Smartphone,Sony,35448,2.9,35,49,Sony Smartphone premium quality product rating 2.9,1
203,OnePlus_Smartphone_202,Smartphone,OnePlus,12906,3.1,89,67,OnePlus Smartphone premium quality product rating 3.1,1
204,Sony_Laptop_203,Laptop,Sony,88560,3.5,92,28,Sony Laptop premium quality product rating 3.5,1
205,Samsung_Smartphone_204,Smartphone,Samsung,30931,2.6,79,39,Samsung Smartphone premium quality product rating 2.6,1
206,Sony_Headphones_205,Headphones,Sony,86121,3.5,79,37,Sony Headphones premium quality product rating 3.5,0
207,OnePlus_Television_206,Television,OnePlus,117217,3.8,37,59,OnePlus Television premium quality product rating 3.8,0
208,HP_Smartwatch_207,Smartwatch,HP,91988,4.6,40,44,HP Smartwatch premium quality product rating 4.6,1
209,Sony_Television_208,Television,Sony,133322,3.4,98,39,Sony Television premium quality product rating 3.4,1
210,Apple_Television_209,Television,Apple,129165,3.8,80,39,Apple Television premium quality product rating 3.8,0
211,Sony_Headphones_210,Headphones,Sony,110228,4.6,89,52,Sony Headphones premium quality product rating 4.6,1
212,Sony_Gaming Console_211,Gaming Console,Sony,138541,3.0,5,44,Sony Gaming Console premium quality product rating 3.0,1
213,Asus_Headphones_212,Headphones,Asus,52638,2.5,32,52,Asus Headphones premium quality product rating 2.5,1
214,Samsung_Gaming Console_213,Gaming Console,Samsung,131209,4.6,93,11,Samsung Gaming Console premium quality product rating 4.6,0
215,HP_Tablet_214,Tablet,HP,80418,5.0,17,59,HP Tablet premium quality product rating 5.0,0
216,Sony_Television_215,Television,Sony,137079,2.8,30,62,Sony Television premium quality product rating 2.8,0
217,Lenovo_Gaming Console_216,Gaming Console,Lenovo,141156,4.5,20,67,Lenovo Gaming Console premium quality product rating 4.5,0
218,Dell_Smartphone_217,Smartphone,Dell,128797,4.3,65,21,Dell Smartphone premium quality product rating 4.3,1
219,Samsung_Headphones_218,Headphones,Samsung,72889,5.0,47,28,Samsung Headphones premium quality product rating 5.0,1
220,Sony_Headphones_219,Headphones,Sony,105732,3.5,29,10,Sony Headphones premium quality product rating 3.5,1
221,Asus_Gaming Console_220,Gaming Console,Asus,98106,3.1,87,25,Asus Gaming Console premium quality product rating 3.1,0
222,HP_Laptop_221,Laptop,HP,128395,3.6,13,38,HP Laptop premium quality product rating 3.6,1
223,HP_Television_222,Television,HP,28411,4.6,47,21,HP Television premium quality product rating 4.6,0
224,Apple_Headphones_223,Headphones,Apple,102883,4.3,47,58,Apple Headphones premium quality product rating 4.3,1
225,Apple_Headphones_224,Headphones,Apple,133386,3.3,58,37,Apple Headphones premium quality product rating 3.3,0
226,Sony_Television_225,Television,Sony,31431,4.7,24,11,Sony Television premium quality product rating 4.7,1
227,OnePlus_Smartwatch_226,Smartwatch,OnePlus,90530,4.9,46,16,OnePlus Smartwatch premium quality product rating 4.9,0
228,Asus_Tablet_227,Tablet,Asus,87970,4.6,71,2,Asus Tablet premium quality product rating 4.6,1
229,HP_Smartwatch_228,Smartwatch,HP,141727,4.8,3,19,HP Smartwatch premium quality product rating 4.8,1
230,Lenovo_Smartphone_229,Smartphone,Lenovo,16536,4.0,84,8,Lenovo Smartphone premium quality product rating 4.0,0
231,Dell_Smartphone_230,Smartphone,Dell,134749,4.0,2,10,Dell Smartphone premium quality product rating 4.0,1
232,OnePlus_Smartphone_231,Smartphone,OnePlus,88309,4.9,38,31,OnePlus Smartphone premium quality product rating 4.9,1
233,Apple_Smartphone_232,Smartphone,Apple,56195,4.4,8,10,Apple Smartphone premium quality product rating 4.4,1
234,Apple_Tablet_233,Tablet,Apple,44499,5.0,32,53,Apple Tablet premium quality product rating 5.0,1
235,Apple_Smartwatch_234,Smartwatch,Apple,79441,4.4,97,1,Apple Smartwatch premium quality product rating 4.4,1
236,HP_Smartphone_235,Smartphone,HP,117755,3.4,66,37,HP Smartphone premium quality product rating 3.4,1
237,Samsung_Camera_236,Camera,Samsung,132118,3.0,44,48,Samsung Camera premium quality product rating 3.0,1
238,Sony_Television_237,Television,Sony,137997,4.0,73,31,Sony Television premium quality product rating 4.0,0
239,OnePlus_Smartwatch_238,Smartwatch,OnePlus,107215,4.3,62,61,OnePlus Smartwatch premium quality product rating 4.3,1
240,Asus_Gaming Console_239,Gaming Console,Asus,103511,3.9,58,21,Asus Gaming Console premium quality product rating 3.9,1
241,Asus_Headphones_240,Headphones,Asus,100081,3.6,82,11,Asus Headphones premium quality product rating 3.6,0
242,Apple_Television_241,Television,Apple,84148,4.0,19,54,Apple Television premium quality product rating 4.0,1
243,OnePlus_Television_242,Television,OnePlus,33380,4.5,55,31,OnePlus Television premium quality product rating 4.5,1
244,Lenovo_Laptop_243,Laptop,Lenovo,110361,4.1,37,55,Lenovo Laptop premium quality product rating 4.1,1
245,Dell_Headphones_244,Headphones,Dell,84561,3.5,61,53,Dell Headphones premium quality product rating 3.5,0
246,Asus_Smartphone_245,Smartphone,Asus,117340,4.3,61,23,Asus Smartphone premium quality product rating 4.3,1
247,Dell_Smartwatch_246,Smartwatch,Dell,30963,4.4,60,23,Dell Smartwatch premium quality product rating 4.4,1
248,OnePlus_Headphones_247,Headphones,OnePlus,77099,2.6,98,65,OnePlus Headphones premium quality product rating 2.6,1
